"","Alpha.3.code","exposure_scaled","sensitivity_scaled","adaptive_capacity_scaled","adaptive_capacity_inverse_scaled","index_mean_scaled","crit_1_1","crit_1_1_A","crit_1_1_B","crit_1_2","crit_2_1","crit_2_1_A","crit_2_1_B","crit_2_1_C","crit_2_1_D","crit_2_2","crit_2_2_A","crit_2_2_B","crit_2_2_C","crit_3_1","crit_3_2","crit_3_2_A","crit_3_2_B","crit_3_2_C","crit_3_2_D","crit_3_2_E","crit_3_2_F","crit_3_1_inverse","crit_3_2_inverse","crit_3_2_A_inverse","crit_3_2_B_inverse","crit_3_2_C_inverse","crit_3_2_D_inverse","crit_3_2_E_inverse","crit_3_2_F_inverse","cfa_vulnerability_score","cfa_mean_vulnerability","SIFI_Index","Continent","country"
"42","GBR",0.207950834424095,0.213686362582353,0.886166852046493,0.0579135780454021,0.15922149888072,0.075003453849834,0.0950811171935012,0.0685822024815359,0.311680530929773,0.0636534448530966,0.00761712574613674,0.00532386638612786,0.581025814888334,0,0.302382241654002,0.388990610266242,0.297829158934189,0.232587104921147,0.945357833655706,0.870693719379666,0.908694097858533,0.868028908817751,0.671485095218331,0.941098099760833,0.92403002332809,0.91082609129446,0.054642166344294,0.129306280620334,0.091305902141467,0.131971091182249,0.328514904781669,0.058901900239167,0.07596997667191,0.08917390870554,-0.137956574150555,-0.137956574150555,0.249714639226054,"Europe","United Kingdom"
"43","GHA",0.508762548267635,0.585858930783819,0.507812298952488,0.488968150587734,0.697946585144229,0.166527714398551,0.087984605339294,0.191647422697485,0.716949344650469,0.23243115755782,0.0144817033077526,0.0129070667304196,0.73213962138854,0.417396609546607,0.669117710785399,0.657439822495344,0.467788111966012,0.597765783635354,0.327852998065764,0.556988136798504,0.399475511498906,0.492338592071157,0.667343261785158,0.517934319867849,0.560021471786161,0.70481566378179,0.672147001934236,0.443011863201496,0.600524488501094,0.507661407928843,0.332656738214842,0.482065680132151,0.439978528213839,0.29518433621821,0.0811770733750867,0.0811770733750867,0.776760756373731,"Africa","Ghana"
"44","GIN",0.433367322420618,0.755797223562134,0.237080068584977,0.865303574871926,0.878533855964661,0.0652705957626083,0.030048374634221,0.0765353894661292,0.693690613969259,0.272854983595642,0.00526429907155926,0.0090450843343698,0.771815131477064,0.530424375062535,0.87321538809559,0.744277765294929,0.640784098183563,0.78514850579408,0.00822050290135392,0.31930642633399,0.156387641511834,0.308226823701861,0.467834263282084,0.357571617948771,0.261861001200441,0.363957210358951,0.991779497098646,0.68069357366601,0.843612358488166,0.691773176298139,0.532165736717916,0.642428382051229,0.738138998799559,0.636042789641049,0.173994813863217,0.173994813863217,1,"Africa","Guinea"
"45","GMB",0.631405719021196,0.738801327880128,0.373645643894542,0.713239335603756,0.888951539496864,0.306175970520557,0.0422645895734881,0.390580280275572,0.779847316061677,0.188196447815748,0.00192893673223423,0.00120037205722398,0.723801599258164,0.29720741221996,0.933418800224623,0.739224157788632,0.734384947158111,0.828518338133515,0.0802707930367505,0.449248053210087,0.308165360363231,0.392325642694506,0.654259967807943,0.391166495504996,0.443251616482581,0.506319236407267,0.91972920696325,0.550751946789913,0.691834639636769,0.607674357305494,0.345740032192057,0.608833504495004,0.556748383517419,0.493680763592733,0.126820546775445,0.126820546775445,0.886539495058656,"Africa","Gambia"
"46","GNB",0,0.554006320795388,0.198530430119784,0.858412387955856,0.626352611079053,0.0232979652288843,0.0147999126126802,0.0260158179518646,0.0199534683031691,0.206423168105381,0,0.00234747316516287,0.756630577231346,0.328115358972885,0.649293486952693,0.28011152734592,0.458144971066807,0.941298592103969,0.0647969052224371,0.271278264956891,0.0273422777284247,0.183107574465572,0.513370179169001,0.260924824415695,0.256625017163257,0.386299716799398,0.935203094777563,0.728721735043109,0.972657722271575,0.816892425534428,0.486629820830999,0.739075175584305,0.743374982836743,0.613700283200602,0.0453764512340438,0.0453764512340438,0.690655408774386,"Africa","Guinea-Bissau"
"47","GNQ",0.232263689753661,0.63586485055717,0.191602472402474,0.70340586179115,0.693017472144397,0.0391168014595714,0.00814738654645756,0.0490214599092284,0.38772006828955,0.18240737159431,0.000765182447008284,0.000861697961466055,0.683232356304292,0.319283615168486,0.791094218406711,0.738485894060376,0.532402947249838,0.719378497826408,0.314796905222437,0.228795276752808,0.020533395651915,0.229935909057133,0.649513223875644,0.17845936116491,0.214558019707485,0.0797717510597638,0.685203094777563,0.771204723247192,0.979466604348085,0.770064090942867,0.350486776124356,0.82154063883509,0.785441980292515,0.920228248940236,0.0499661225302262,0.0499661225302262,0.701694190189066,"Africa","Equatorial Guinea"
"48","GRC",0.154127446242591,0.249508179003819,0.626529577810771,0.200245057271259,0.230788921214138,0.0643433860991671,0.0542576589641029,0.0675690099209122,0.233450820617498,0.0883115942685175,0.00307128760107894,0.00395496441662015,0.672109799324741,0,0.3292675334538,0.463475422428244,0.481581246228207,0.0332609697768515,0.85348162475822,0.612933109046328,0.412295408961758,0.625107534286198,0.681139235269185,0.604090557159957,0.578868458708166,0.776097459892706,0.14651837524178,0.387066890953672,0.587704591038242,0.374892465713802,0.318860764730815,0.395909442840043,0.421131541291834,0.223902540107294,-0.130113286265402,-0.130113286265402,0.268578809435504,"Europe","Greece"
"49","GTM",0.395429093011489,0.437392924499773,0.361021836886812,0.549578247719989,0.613427829196827,0.117369620093398,0.000485986454660566,0.154751419936711,0.578936284831083,0.203441253070551,0.00200710303059628,0.00598926897083432,0.703088799092649,0.365708704199593,0.484482243032356,0.500237238956845,0.049160887983685,0.769024325745304,0.382495164410058,0.398888091477073,0.213802674086145,0.37815759657633,0.541627402245345,0.491383124148499,0.299194076184648,0.469163675621468,0.617504835589942,0.601111908522927,0.786197325913855,0.62184240342367,0.458372597754655,0.508616875851501,0.700805923815352,0.530836324378532,0.0264412857052532,0.0264412857052532,0.645113769769222,"Americas","Guatemala"
"50","GUY",0.248659068043893,0.516091321258667,0.465585041270474,0.439470592994767,0.534266950581634,0.114043818855562,0.000491051625534698,0.150360338834459,0.339870155972156,0.164150992122801,0.000364630854128101,0.00191161994373942,0.779008691271306,0.15980037790059,0.637010373867774,0.636386514504462,0.581942401190607,0.434311548588507,0.477756286266925,0.496015806801789,0.370153831950181,0.478006294607274,0.622236771392819,0.414075784414409,0.468957795928817,0.622664362517236,0.522243713733075,0.503984193198211,0.629846168049819,0.521993705392726,0.377763228607181,0.585924215585591,0.531042204071183,0.377335637482764,-0.00669676520923312,-0.00669676520923312,0.565412266775354,"Americas","Guyana"
"51","HND",0.254931397843214,0.512252069731484,0.349296242718144,0.581524416618542,0.598783857515497,0.0401362155990079,0.00091189213951977,0.0526809642768588,0.424136564622364,0.230266282516598,0.00247243944979053,0.00658816358249394,0.73330126545576,0.42708565442292,0.565370845588508,0.548375480257578,0.17826488887897,0.769024325745304,0.335589941972921,0.393568636914071,0.267918834768418,0.393006441044151,0.539507013458252,0.428606353429322,0.305647228450558,0.426725950333726,0.664410058027079,0.606431363085929,0.732081165231582,0.606993558955849,0.460492986541748,0.571393646570678,0.694352771549442,0.573274049666274,0.0440451689224256,0.0440451689224256,0.687453494412587,"Americas","Honduras"
"52","HRV",0.212855369825109,0.416837234226496,0.656250515280053,0.213471022429517,0.359388796547309,0.0743431261315805,0.124731308419844,0.0582279448514531,0.320440740094132,0.0927143470794926,0.00127163118781136,0.00332217010996092,0.689749357582596,0,0.565631893622041,0.603816804305545,0.483466820239912,0.408953076000013,0.787717601547389,0.648499974168667,0.464139695389081,0.65382789624911,0.829971800039525,0.639091671433921,0.618785187580749,0.685183594319615,0.212282398452611,0.351500025831333,0.535860304610919,0.34617210375089,0.170028199960475,0.360908328566079,0.381214812419251,0.314816405680385,-0.0796461099225344,-0.0796461099225344,0.389959207358206,"Europe","Croatia"
"53","HTI",0.240957633329095,0.662005049565938,0.212031067683813,0.770814776834009,0.734304697130633,0.00368697292224334,0.0000428396525941003,0.00485244199817425,0.437508017729748,0.259194268251072,0.00194062272570989,0.0142475575269753,0.796193122026813,0.456983478948398,0.751920037842009,0.514293088501889,0.552212214632949,0.837923989848624,0.178433268858801,0.271222858608317,0.0977746023977442,0.0811574951597166,0.522819784778888,0.255045133839237,0.304487445324427,0.366052690149889,0.821566731141199,0.728777141391683,0.902225397602256,0.918842504840283,0.477180215221112,0.744954866160763,0.695512554675573,0.633947309850111,0.102974433510753,0.102974433510753,0.829186361265048,"Americas","Haiti"
"54","IDN",0.271306330561596,0.875273696886148,0.485530167010579,0.420155202230619,0.691050566219292,0.0674424780329504,0.00211561898961685,0.0883353566432959,0.423873641233227,0.618495996017121,0.129284818360134,0.660113263723807,0.891968572149904,0.829026239924069,0.699487170573242,0.539718877498558,0.356676412527461,0.893143664074026,0.495164410058027,0.514438594530339,0.363636871512776,0.586771207266754,0.543369510151678,0.519940334649785,0.470164602313108,0.602749041287936,0.504835589941973,0.485561405469661,0.636363128487224,0.413228792733246,0.456630489848322,0.480059665350215,0.529835397686892,0.397250958712064,0.138899256137602,0.138899256137602,0.915590427863193,"Asia","Indonesia"
"55","IND",0.439637274378693,0.690228160346959,0.476433592982813,0.48720826419796,0.711550972051183,0.281017538721429,0.00980219162711551,0.367757807687145,0.488298549379283,0.477367142607707,0.0546862201579283,0.525520174677057,0.814027113677253,0.628700347484011,0.574356948157834,0.439735522234638,0.278985770835709,0.796633653808196,0.364603481624758,0.523329801018766,0.380751321843738,0.611743680764706,0.450260674677562,0.494120906766285,0.549419028110104,0.653683193950201,0.635396518375242,0.476670198981234,0.619248678156262,0.388256319235294,0.549739325322438,0.505879093233715,0.450580971889896,0.346316806049799,0.086760023053817,0.086760023053817,0.79018850689781,"Asia","India"
"56","IRL",0.167074603120802,0.222019626648608,0.899763005511559,0.0571987125679136,0.13946863672247,0.0451019069132003,0.053689946870973,0.0423552743800256,0.274074638231683,0.0665803210090097,0.00131828449913182,0.00149933508169665,0.601258617236105,0,0.311445966462493,0.468870815774468,0.414774237586134,0.0556221577792753,0.936170212765958,0.881757001414058,0.83546425638536,0.8870182620097,0.887567457412866,0.902843581207597,0.883508938717125,0.894139512751702,0.063829787234042,0.118242998585942,0.16453574361464,0.1129817379903,0.112432542587134,0.097156418792403,0.116491061282875,0.105860487248298,-0.134216312412062,-0.134216312412062,0.258710475550817,"Europe","Ireland"
"57","IRN",0.517138968830185,0.707500594258432,0.301679641292488,0.444952848260831,0.732637391393079,0.266753763721936,0.0244082528909165,0.344260862849355,0.630557024304829,0.336417833974176,0.0499189568383315,0.0470027342525424,0.709986261363805,0.729187013008437,0.740159286896958,0.812162155279062,0.563529209240044,0.502967896574356,0.658607350096712,0.305111810175938,0.178131082520451,0.439101671486175,0.373182484598297,0.23846864295216,0.382182181205426,0.219604798293122,0.341392649903288,0.694888189824062,0.821868917479549,0.560898328513825,0.626817515401703,0.76153135704784,0.617817818794574,0.780395201706878,0.0251121047606308,0.0251121047606308,0.641916909479805,"Asia","Iran"
"58","ISL",0.037160323855143,0.352984999040023,0.939897460005341,0.0282606857418706,0.122697609256222,0.0237627903413646,0.0797519304443871,0.00585630708469795,0.0808592304359897,0.0612325232193747,0.000222655968959674,0.000447153119756645,0.584935134978066,0,0.50523775306786,0.589618921985833,0.555139385955733,0.21914339670762,0.977272727272727,0.917640096840212,0.913171803359695,0.897986989144066,0.971598454041811,0.86204231484098,0.94287115557566,0.918169864079061,0.022727272727273,0.082359903159788,0.086828196640305,0.102013010855934,0.028401545958189,0.13795768515902,0.05712884442434,0.081830135920939,-0.138393254016378,-0.138393254016378,0.248664364974167,"Europe","Iceland"
"59","ISR",0.30465237182581,0.294608157690908,0.723712209934855,0.134030963769747,0.301739279823892,0.150040754976465,0.0565405067044889,0.179944065280849,0.396346631770273,0.180299571790736,0.000322431326498769,0.000285726000710925,0.46624128649125,0.530013067862572,0.302173197083527,0.341758974225307,0.565187090860159,0.0120027528054555,0.915377176015474,0.7079373474468,0.6359171676939,0.835673136433422,0.455551985506972,0.822880524558828,0.774241569907717,0.72335970057996,0.084622823984526,0.2920626525532,0.3640828323061,0.164326863566578,0.544448014493028,0.177119475441172,0.225758430092283,0.27664029942004,-0.108125468372339,-0.108125468372339,0.321462491042334,"Asia","Israel"
"60","ITA",0.211301091812315,0.22268318506997,0.677222273126191,0.173413613118797,0.232763451881169,0.0793515873805341,0.115106504817915,0.0679164263964955,0.312865375640582,0.0750034890917266,0.0053934821475919,0.00881585782532488,0.618960518117648,0,0.30397758202564,0.40007783867674,0.347329846465576,0.175494881766618,0.865570599613153,0.663259728784671,0.491411864713074,0.643411562897785,0.72924853509414,0.690589163743133,0.600657884190358,0.824239362069539,0.134429400386847,0.336740271215329,0.508588135286926,0.356588437102215,0.27075146490586,0.309410836256867,0.399342115809642,0.175760637930461,-0.129619651281948,-0.129619651281948,0.269766068463296,"Europe","Italy"
"61","JAM",0.237806102478198,0.492491754897741,0.580523832573077,0.352265322391633,0.477646182688481,0.0105689408208884,0.0000596642099619963,0.0139300245118857,0.425421270136631,0.207958722648738,0.00108367154581013,0.004971309558132,0.764596535223421,0.321745698200696,0.559245603109225,0.58057677355566,0.526789701758971,0.374876653651692,0.537234042553192,0.603547743601358,0.386495988241302,0.663459545784276,0.76791995911952,0.600286931289502,0.488511525693308,0.714612511480241,0.462765957446808,0.396452256398642,0.613504011758698,0.336540454215724,0.23208004088048,0.399713068710498,0.511488474306692,0.285387488519759,0.014602250168435,0.014602250168435,0.616639284992879,"Americas","Jamaica"
"62","JPN",0.371617610952302,0.604271669673633,0.885797420038641,0.0657353155873436,0.458089242786647,0.200331247943765,0.0422871616204447,0.25087701057481,0.456649794182164,0.340470745116836,0.0425317650353246,0.0819178058309413,0.782994507048396,0.642649642017352,0.587571920006873,0.521794297883594,0.394427238515563,0.628089915686098,0.927949709864604,0.867660582398644,0.803307238738657,0.948855529250705,0.893971977857287,0.841697969723913,0.89974474084121,0.818386037980091,0.072050290135396,0.132339417601356,0.196692761261343,0.051144470749295,0.106028022142713,0.158302030276087,0.10025525915879,0.181613962019909,-0.0267465578492433,-0.0267465578492433,0.517189798524344,"Asia","Japan"
"63","KEN",0.27532765826171,0.622922908653638,0.352122137608273,0.631642416506948,0.675862304664393,0.00976931796959704,0.00315037830301649,0.0118861915650555,0.48818805779972,0.202353053883705,0.00226499950405267,0.00576940523469405,0.638988288610133,0.426012542119316,0.752526582002344,0.596681196669562,0.569929550764744,0.73914759863663,0.241779497098646,0.408515547704459,0.206143914482959,0.443788861744952,0.404575682364659,0.484252942487381,0.447829507233892,0.464502377912911,0.758220502901354,0.591484452295541,0.793856085517041,0.556211138255048,0.595424317635341,0.515747057512619,0.552170492766108,0.535497622087089,0.0870171813060616,0.0870171813060616,0.790807007342029,"Africa","Kenya"
"64","KHM",0.776278548617901,0.668335068952341,0.307678931427384,0.653164806028979,0.894076615150957,0.683007707020424,0.001690046895381,0.900907164862638,0.642274275554248,0.313891529824221,0.0071134713796967,0.0214436556397954,0.773433937201887,0.656298050141824,0.706330940363485,0.741819900687265,0.141073487880881,0.9216415608188,0.264023210831721,0.3535188247264,0.0819371321964389,0.405605700436624,0.684581879577762,0.420311766962811,0.284358517029552,0.244317952155215,0.735976789168279,0.6464811752736,0.918062867803561,0.594394299563376,0.315418120422238,0.579688233037189,0.715641482970448,0.755682047844785,0.0298092642240354,0.0298092642240354,0.653214214502399,"Asia","Cambodia"
"65","KOR",0.654997405396491,0.489393415292445,0.782400564438898,0.112948840287059,0.558317762411982,0.573851729907589,0.440094629346027,0.61663001293281,0.551133425053477,0.301781153301576,0.0252373476125121,0.0256317208163176,0.709986261363805,0.655604545907524,0.460965020936895,0.555272586134276,0.302287919607696,0.409331261004175,0.91247582205029,0.762859919960644,0.588060929527808,0.82949083777142,0.780696275378094,0.787876469520586,0.830613813825535,0.760421193740422,0.08752417794971,0.237140080039356,0.411939070472192,0.17050916222858,0.219303724621906,0.212123530479414,0.169386186174465,0.239578806259578,-0.0948692060022202,-0.0948692060022202,0.353345598401482,"Asia","South Korea"
"66","KWT",0.407936438579162,0.40987678027851,0.522320062047468,0.28941295977026,0.489303065467804,0.230567462735204,0.00177078097234307,0.30374136652492,0.486394428540747,0.117467819748772,0.00123615541560722,0.000545300808136443,0.578318646710566,0.199741546772194,0.530863134606638,0.516171263283873,0.640472702322872,0.263407801443489,0.75531914893617,0.514529005031977,0.353700624785747,0.521980441358324,0.685035336878832,0.528128731956229,0.592291298861847,0.406037596350882,0.24468085106383,0.485470994968023,0.646299375214253,0.478019558641676,0.314964663121168,0.471871268043771,0.407708701138153,0.593962403649118,-0.0792704704977349,-0.0792704704977349,0.39086267107783,"Asia","Kuwait"
"67","LBN",0.304647854554624,0.454627064090133,0.335094910612523,0.449351082474399,0.536276538807196,0.026018042457368,0.000193391379760935,0.0342772991860754,0.52036188397803,0.149373832125101,0.00100325910302699,0.00110932716208219,0.63159194039886,0.256340484926451,0.563347592994557,0.494918698852703,0.653297896948627,0.34301476960086,0.609284332688588,0.34640671725422,0.138762184056462,0.388275973242473,0.298770152496337,0.457814299925792,0.365733426915193,0.429084266889066,0.390715667311412,0.65359328274578,0.861237815943538,0.611724026757527,0.701229847503663,0.542185700074208,0.634266573084807,0.570915733110934,-0.0154038115177325,-0.0154038115177325,0.544470640509664,"Asia","Lebanon"
"68","LBR",0.237023842618109,0.687732518485118,0.294101731242874,0.774450102256207,0.744394853508875,0.0270682093528231,0.0188754963312488,0.029688408167764,0.407630092869476,0.206144179087911,0.00126124663859129,0.00446152271618562,0.737613246163024,0.342793765827782,0.841988972343717,0.555478372094423,0.54630900841697,1,0.0754352030947774,0.369320675954419,0.206410683125487,0.218692703546653,0.618421303976384,0.313164009640193,0.313543279170625,0.545692076267176,0.924564796905223,0.630679324045581,0.793589316874513,0.781307296453347,0.381578696023616,0.686835990359807,0.686456720829375,0.454307923732824,0.114402577960724,0.114402577960724,0.856672597297582,"Africa","Liberia"
"69","LBY",0.231450865073763,0.521625937550363,0.0724534079901615,0.654517567047557,0.624283123578066,0.0321767240659796,0.000473157027322399,0.0423161795266231,0.393317758891055,0.227162042338188,0.00210398185948526,0.00390266203004934,0.72582411662943,0.426894717288998,0.581962994900193,0.559737562831548,0.252905174625404,0.719378497826408,0.523694390715667,0.0918108469124184,0.022362299146503,0.0961683641645486,0.123483872501143,0.0127220219592383,0.128429253577798,0.167699270125279,0.476305609284333,0.908189153087582,0.977637700853497,0.903831635835451,0.876516127498857,0.987277978040762,0.871570746422202,0.832300729874721,-0.00298079927212101,-0.00298079927212101,0.574349668405466,"Africa","Libya"
"70","LCA",0.161592285464979,0.556688675572195,0.663407701742073,0.291499963677191,0.442694196296563,0.0149050968127123,0.000788630507340794,0.0194198342613553,0.29521735463496,0.139926972471567,0.000458016062658116,0.000323177092329532,0.737187117715115,0.119447248917141,0.719649280160512,0.662212627058704,0.626438974295008,0.545066351983818,0.582688588007737,0.68275155270434,0.570250116257203,0.590594274729618,0.883763521742403,0.602275370409938,0.673257729041485,0.776368304045394,0.417311411992263,0.31724844729566,0.429749883742797,0.409405725270382,0.116236478257597,0.397724629590062,0.326742270958515,0.223631695954606,-0.00585954800494649,-0.00585954800494649,0.56742588760315,"Americas","St. Lucia"
"71","LKA",0.424071350245699,0.758863505121407,0.499786424389066,0.352049067871478,0.677970464606227,0.0441508390574488,0.00604957487637374,0.0563364101853652,0.699457994478381,0.404493113329006,0.0422955494162682,0.126369668748323,0.902223567582084,0.700338184230255,0.745989282069797,0.678574289588965,0.344446917248361,0.868412677426421,0.631528046421664,0.509684986842627,0.341605364433873,0.486261122848921,0.62045454445422,0.501330420138721,0.549443864010782,0.559014605169242,0.368471953578336,0.490315013157373,0.658394635566127,0.513738877151079,0.37954545554578,0.498669579861279,0.450556135989218,0.440985394830758,0.0967593863657825,0.0967593863657825,0.814238330678997,"Asia","Sri Lanka"
"72","LTU",0.201331374074871,0.130131649748949,0.766283985674773,0.150812443388956,0.160828018569185,0.0322786815008603,0.0318533159634116,0.032414722184112,0.34347320886368,0.0193581167951601,0.000196143154169614,0.000135598779998405,0.44063900872694,0,0.226452023957589,0.477597831138082,0.19903682449598,0.0763947362507373,0.825918762088975,0.756710626488308,0.560202792428502,0.802801325338445,0.826433358612212,0.792088195358647,0.765750154556435,0.792987932635608,0.174081237911025,0.243289373511692,0.439797207571498,0.197198674661555,0.173566641387788,0.207911804641353,0.234249845443565,0.207012067364392,-0.132877721402026,-0.132877721402026,0.261929968322715,"Europe","Lithuania"
"73","LVA",0.0563377941652598,0.152804646877404,0.74100054878184,0.171210241104311,0.0994978789060163,0.0326045930840883,0.068431637516971,0.0211463643973679,0.103689181131128,0,0.0000778114266524267,0.0000468138645232589,0.373983192910506,0,0.27843395527163,0.314037030253571,0.362647393786447,0.190247220679279,0.799806576402321,0.734218902129842,0.51579592448016,0.795795107459252,0.753531487168292,0.809689818292932,0.765663077890635,0.764837997487778,0.200193423597679,0.265781097870158,0.48420407551984,0.204204892540748,0.246468512831708,0.190310181707068,0.234336922109365,0.235162002512222,-0.156368742701397,-0.156368742701397,0.205430878824291,"Europe","Latvia"
"74","MAR",0.590495632783216,0.561736682835021,0.436891426544364,0.487804291257809,0.720808067211909,0.536447821202127,0.0148990400411433,0.703249892107479,0.482012114036137,0.278217468446227,0.00942284521188774,0.0343491080990246,0.811361540631747,0.479937417859303,0.588622281450874,0.511984097620193,0.456563753355253,0.578065141890189,0.414893617021277,0.471991869131968,0.372853857942485,0.492574464361742,0.587725072612587,0.480500366446798,0.511154223508702,0.387143229919491,0.585106382978723,0.528008130868032,0.627146142057515,0.507425535638258,0.412274927387413,0.519499633553202,0.488845776491298,0.612856770080509,-0.013510908619969,-0.013510908619969,0.549023328486471,"Africa","Morocco"
"75","MDG",0.210192477541449,0.709621867377869,0.295067269430693,0.739892542931699,0.728691477559724,0.0206859631750787,0.00904532707081201,0.024408878996155,0.36970011405783,0.332110135098896,0.00535714359893269,0.0549523741570679,0.83618839810449,0.624718258344097,0.747519251884227,0.565488490694643,0.385860673742736,0.943437173346795,0.129110251450677,0.362905286318915,0.167138645992425,0.264126862259538,0.54653867162209,0.367806511495402,0.354219559119782,0.477601467424256,0.870889748549323,0.637094713681085,0.832861354007575,0.735873137740462,0.45346132837791,0.632193488504598,0.645780440880218,0.522398532575744,0.124650062124672,0.124650062124672,0.881319185350698,"Africa","Madagascar"
"76","MEX",0.304136267110825,0.585478177144826,0.451831453930481,0.373524993112624,0.560919970218596,0.0960955175322535,0.00133090784365104,0.126403196728454,0.44943951793891,0.321838746608666,0.0266023179231443,0.0708190456880718,0.784279837490533,0.604037598823409,0.579162261386602,0.608285862235361,0.307970548519412,0.609627887159718,0.63926499032882,0.459542731911151,0.20330107507422,0.506106659779696,0.534786700111664,0.57100231814934,0.386806049737318,0.555253588614671,0.36073500967118,0.540457268088849,0.79669892492578,0.493893340220304,0.465213299888336,0.42899768185066,0.613193950262682,0.444746411385329,0.0149877388325741,0.0149877388325741,0.617566437467787,"Americas","Mexico"
"77","MLT",0.109386244101828,0.247418968540725,0.812386608467408,0.116606282038506,0.155595206744198,0.0493472412548022,0.0857539351421483,0.0377036287019965,0.174556493997111,0.022554644126697,0.0000753688254444581,0,0.451936186751496,0,0.392018351929271,0.450879987559733,0.594499804863296,0.0704367694031835,0.869439071566731,0.796798353798409,0.581711646991463,0.777725038987305,0.945578741798486,0.8434360073611,0.788196232888727,0.844142454763373,0.130560928433269,0.203201646201591,0.418288353008537,0.222274961012695,0.054421258201514,0.1565639926389,0.211803767111273,0.155857545236627,-0.140793700345341,-0.140793700345341,0.242890966268002,"Europe","Malta"
"78","MMR",0.51734856502201,0.70965833098188,0.26484118190774,0.692121096365746,0.828871858763341,0.343895594920951,0.000409744639607142,0.453749463289841,0.55376134297864,0.427289338051326,0.059157164250376,0.135931319863639,0.848149512529635,0.806727130048994,0.652392515830955,0.643195577849929,0.373904010263128,0.66924606139039,0.238394584139265,0.32150761312916,0.275313055139617,0.284572112658125,0.372687763893223,0.363275322163024,0.303430815985956,0.329766608935017,0.761605415860735,0.67849238687084,0.724686944860383,0.715427887341875,0.627312236106777,0.636724677836976,0.696569184014044,0.670233391064983,0.0948812968431981,0.0948812968431981,0.809721270876859,"Asia","Myanmar (Burma)"
"79","MOZ",0.304633672515336,0.700697666510433,0.273581053625816,0.840402314588563,0.801218245021739,0.0371705896937103,0.0121248708514739,0.0451807278075384,0.509185914984578,0.31905013824277,0.00314871441483191,0.0400936535573856,0.808101261829484,0.624763317252766,0.747738358222923,0.626040197407034,0.3767340051416,0.892492238705284,0,0.358676758332518,0.224669843970113,0.331618456661825,0.488300185432236,0.369440197950195,0.300849648010932,0.437182217969807,1,0.641323241667482,0.775330156029887,0.668381543338175,0.511699814567764,0.630559802049805,0.699150351989068,0.562817782030193,0.157609685105815,0.157609685105815,0.960591544986068,"Africa","Mozambique"
"80","MRT",0.535225301610452,0.827847503607376,0.302708278600667,0.691289942231977,0.878495838522891,0.171601092226844,0.0911335690227415,0.197336267911064,0.755579426434287,0.249742372305541,0.018189091209718,0.00403955222700011,0.764439971398151,0.450049319238063,1,1,0.767940684504707,0.680078772572168,0.199226305609284,0.361883961154073,0.21788349205425,0.367356025320751,0.513804798350696,0.350024330229448,0.383963744696234,0.33827137627306,0.800773694390716,0.638116038845927,0.78211650794575,0.632643974679249,0.486195201649304,0.649975669770552,0.616036255303766,0.66172862372694,0.142804496538718,0.142804496538718,0.924983060227858,"Africa","Mauritania"
"81","MUS",0.222462832405271,0.578531908317382,0.721232375263968,0.221712405036448,0.44896301758808,0.00543020388170385,0.0133582769712255,0.00289464238220718,0.405220467562937,0.20894262017966,0.000906035321950395,0.00192711694716781,0.737314652984937,0.355647791195818,0.682063512213546,0.639818013118544,0.565527064365526,0.546015342467285,0.691489361702128,0.726098970584213,0.500333624730405,0.755284834246769,0.852850519962905,0.772309717617705,0.724465638985441,0.751349487962056,0.308510638297872,0.273901029415787,0.499666375269595,0.244715165753231,0.147149480037095,0.227690282382295,0.275534361014559,0.248650512037944,0.00536689695742906,0.00536689695742906,0.594427009035676,"Africa","Mauritius"
"82","MYS",0.449467052850132,0.599529776845186,0.653299842664227,0.251725732911941,0.577671262393373,0.31428833653785,0.0226631746691347,0.407556085758791,0.471261713345193,0.298455917633979,0.0137306913419201,0.0170754377984182,0.736582875962385,0.637585507108472,0.622763713409708,0.562307199925295,0.416540907343585,0.642575226744209,0.693423597678917,0.65751703505493,0.51196380381502,0.803515356387419,0.713006555049342,0.693111489428182,0.688147141908247,0.535357863741369,0.306576402321083,0.34248296494507,0.48803619618498,0.196484643612581,0.286993444950658,0.306888510571818,0.311852858091753,0.464642136258631,-0.0156830874239101,-0.0156830874239101,0.543798944110568,"Asia","Malaysia"
"83","NAM",0.0487351176885134,0.700050824786323,0.571055040444456,0.436621588317534,0.525652962986772,0.0167131383939558,0.0131935093170869,0.017838788457855,0.107024751705913,0.16639227868246,0.0000209136385539062,0.00595569213007281,0.518515458761436,0.424334658875087,0.899465487526847,0.687015516292448,0.744080136748265,0.796633653808196,0.362669245647969,0.616347435486487,0.518778823327608,0.568997062306833,0.804641549761024,0.524253493880683,0.600244246794972,0.681169436847801,0.637330754352031,0.383652564513513,0.481221176672392,0.431002937693167,0.195358450238976,0.475746506119317,0.399755753205028,0.318830563152199,0.0362381574172815,0.0362381574172815,0.668676573812879,"Africa","Namibia"
