"","Alpha.3.code","fishing_ratio","crit_1_1","crit_1_1_A","crit_1_1_B","crit_1_2","exposure_scaled","Subregion","Continent","crit_2_1_A","crit_2_1_B","crit_2_1_C","crit_2_1_D","mean_2_1_A","mean_2_1_B","mean_2_1_C","mean_2_1_D","crit_2_1","crit_2_2_A_raw","crit_2_2_B_raw","crit_2_2_C_raw","crit_2_2_A","crit_2_2_B","crit_2_2_C","mean_2_2_A","mean_2_2_B","mean_2_2_C","crit_2_2","sensitivity","adaptive_capacity","adaptive_capacity_raw","adaptive_capacity_log","crit_3_1_raw","crit_3_2_raw","crit_3_2_A_raw","crit_3_2_B_raw","crit_3_2_C_raw","crit_3_2_D_raw","crit_3_2_E_raw","crit_3_2_F_raw","crit_3_1","crit_3_2","crit_3_2_A","crit_3_2_B","crit_3_2_C","crit_3_2_D","crit_3_2_E","crit_3_2_F","adaptive_capacity_inverse","adaptive_capacity_inverse_raw","sensitivity_scaled","adaptive_capacity_scaled","adaptive_capacity_inverse_scaled","overall_index_sum","overall_index_prod","overall_index_mean","index_sum_scaled","index_prod_scaled","index_mean_scaled"
"11","BHS",0.0000770256883364526,0.00295837832749545,0.000102183902700381,0.0038615904452718,0.162889654347621,0.0911108902610678,"Latin America and the Caribbean","Americas",0.00119726458108105,0.00199782202530984,0.737187117715115,0.0616553777913547,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.123893973016286,24.6372955087119,1.05357396973413,8.64,0.751641753331349,0.606327148768881,0.473546412323437,0.586847705678886,0.41348122221462,0.540929230012489,0.718644054874086,0.421269013945186,0.785727116056265,1.4179343,0.889699794000863,0.82025,0.5976843,1.131102,0.5391499,0.8721167,0.1511079,0.0969947,0.7956346,0.74274661508704,0.691652105393236,0.726282415957124,0.673731596454824,0.852691782398594,0.571031610918506,0.565862810573635,0.760312416056732,0.214272883943735,1.3241567,0.544847398690881,0.688234615714389,0.214272883943735,0.850231172895685,0.0691641247660734,0.425115586447842,0.445852222011227,0.0901546911643619,0.404633728814165
"12","BLZ",0.000085572060728097,0.00332524868232578,0,0.00437678945925029,0.279910570835841,0.169993647424752,"Latin America and the Caribbean","Americas",0.000372743100173657,0.00185931755716861,0.817017665600173,0.178243175410457,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.180482081928189,16.5565241844769,0.659100390505164,10.1,0.710287745263477,0.418309411085846,0.514799607316407,0.586847705678886,0.41348122221462,0.540929230012489,0.63279179698587,0.40663693945703,0.577495519843987,0.4175109,0.695749031469576,0.709,-0.2914891,-0.138192,-0.5938884,0.0156727,-0.6593263,-0.823954,0.4507534,0.527562862669245,0.477647614653181,0.393367424954763,0.399485994462508,0.664212876910936,0.384836615272216,0.35190031812721,0.672082458191456,0.422504480156013,2.3245801,0.524509312066381,0.452690449567498,0.422504480156013,1.11700743964715,0.160986328701431,0.558503719823573,0.583040859020262,0.201225439620696,0.543063801193663
"13","BRA",0.0003973017787596,0.0170490343097851,0.013691598051905,0.0181107537384254,0.441063728863228,0.287508219007026,"Latin America and the Caribbean","Americas",0.0598190499438923,0.130515440019655,0.796175802352922,0.6214776899215,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.357232257815496,3.31231505104661,0.549048794408024,5.63,0.49036900340833,0.357811878267482,0.364049138605599,0.586847705678886,0.41348122221462,0.540929230012489,0.436018866848405,0.39662556233195,0.629095581281362,0.516249933333333,0.74381028367377,0.754,-0.237750066666667,-0.4196956,-0.4474374,-0.3570176,-0.3132748,-0.2776436,0.3885686,0.614603481624758,0.489333375754377,0.31953364928015,0.434933642311108,0.582194368018507,0.464340981617926,0.478823712267843,0.656173901030727,0.370904418718638,2.22584106666667,0.510593837854901,0.475938009823136,0.370904418718638,1.16900647558056,0.253437993805256,0.584503237790282,0.607756188476627,0.304514444456539,0.568661264399269
"14","BRB",0.0000531717612886405,0.00193005162124466,0.000167802741873083,0.00248732619911251,0.356400252402099,0.220455966758482,"Latin America and the Caribbean","Americas",0.000503054155947587,0.000503329757184556,0.713684496541005,0,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.0986054074361324,10.1811718482023,1.10645356496929,5.13,0.660406084684437,0.628737091396642,0.341112154373505,0.586847705678886,0.41348122221462,0.540929230012489,0.626794399554737,0.362699903495435,0.78260683418825,1.59399396666667,0.886793505720783,0.79075,0.803243966666667,1.411373,0.4269727,0.9214329,0.5401858,0.3949094,1.12459,0.68568665377176,0.741647273373916,0.799792900874899,0.646579730764306,0.863544871916193,0.660421172583806,0.635076841440315,0.844468122663979,0.21739316581175,1.14809703333333,0.463438324207894,0.729686892197625,0.21739316581175,0.901287456778125,0.150093364331898,0.450643728389063,0.473577268864015,0.188517506013282,0.432102874078776
"15","BRN",0.00101124597201608,0.0433826575128735,0.00609068850903904,0.0551754675567555,0.394793764586197,0.274111309550246,"South-eastern Asia","Asia",0.000256921107153625,0.00000355139661900584,0.495190161622369,0.154884705286196,0.0556697924596863,0.110896921046402,0.709986261363805,0.530013067862572,0.0799732291262916,7.46600498716358,1.19184973405889,14.32,0.617310543995584,0.663765783094836,0.609055615585013,0.575715689382921,0.433691009115231,0.610098786445646,0.745395110870067,0.412684169998179,0.79813788990704,1.45630676666667,0.901259418456257,0.83625,0.620056766666667,0.7953077,1.252714,1.201149,0.685179,0.6292501,-0.8432592,0.773694390715667,0.689008341444788,0.638209080415363,0.846445807584849,0.925102410266951,0.693732955628921,0.689520829746764,0.341038965025877,0.20186211009296,1.28578423333333,0.532914757150998,0.697269201134921,0.20186211009296,1.0088881767942,0.201410649307469,0.504444088397102,0.529647448887692,0.247364931148167,0.488444561267355
"16","CAN",0.0000712984986009676,0.00278409551918671,0.00380044934794192,0.0024626947468475,0.224418675099032,0.132340314753738,"Northern America","Americas",0.00902946154530357,0.0168016574045167,0.717747634462622,0.3758760478253,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.215792419204585,15.6853224122642,1.53619822550153,2.71,0.642729915955623,0.792386640855982,0.194216427572802,0.586847705678886,0.41348122221462,0.540929230012489,0.626373465561997,0.421082942383291,0.965240308268021,2.51587593333333,1.05690170354394,0.92625,1.58962593333333,1.873514,1.716108,0.9911886,1.665293,1.770795,1.520857,0.947775628626693,0.92966636711162,0.921004902867205,0.958607741113157,0.878896112613221,0.918911411773625,0.954734073484993,0.945843960817521,0.0347596917319788,0.226215066666667,0.544588765538949,0.946738911497009,0.0347596917319788,0.711688772024666,0.076671157187327,0.355844386012333,0.366579990044941,0.0995869180986856,0.327540739047726
"17","CHL",0.000429429220133171,0.0183361076364965,0.00867155627579548,0.0213923211162505,0.516627850732737,0.339151020455422,"Latin America and the Caribbean","Americas",0.0275956395210395,0.0263775141063088,0.801286320187952,0.437331754080178,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.265918775400088,66.5357905655563,0.284878870900234,10.7,0.757924572185867,0.193002195107269,0.530199271255283,0.586847705678886,0.41348122221462,0.540929230012489,0.558735793022681,0.412327284211385,0.846793564522918,1.84988448333333,0.946578214282053,0.844,1.00588448333333,1.012118,1.084034,0.4252459,1.343512,1.115472,1.054925,0.788684719535784,0.788192315688691,0.695074864917393,0.805617754248908,0.754348260488937,0.844983125067488,0.802483961793138,0.82664592761628,0.153206435477082,0.892206516666666,0.53241869802741,0.789934901563607,0.153206435477082,1.02477615395991,0.232530463677933,0.512388076979957,0.537671145103393,0.281838889918577,0.496592645922125
"18","CHN",0.0111632279167234,0.499864835502482,1,0.341707485576056,0.694759840308419,0.782432707450214,"Eastern Asia","Asia",1,1,0.828107665756226,1,0.0556697924596863,0.110896921046402,0.709986261363805,0.530013067862572,1,20.1402968488734,0.611657551184074,5.11,0.613944148045467,0.392736618028094,0.340156186006461,0.575715689382921,0.433691009115231,0.610098786445646,0.497449857974772,0.748724928987386,0.594484949656488,0.423641466666667,0.711573300826602,0.7305,-0.306858533333333,-0.2712442,0.4771284,-0.2610621,-0.1350215,-0.2015748,-1.449377,0.569148936170213,0.468044921270122,0.35847001587078,0.658719638250087,0.603311437687418,0.505294179813951,0.49649665110299,0.185977604895507,0.405515050343512,2.31844953333333,1,0.454133857642028,0.405515050343512,2.18794775779373,1.0997209462023,1.09397387889686,1,1,1
"19","CIV",0.00186183336482529,0.0808204402576459,0.0446045189064478,0.0922729725981864,0.595252116563142,0.433973792097281,"Sub-Saharan Africa","Africa",0.00455641557784497,0.011474885330246,0.723801599258164,0.536822836855612,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.261305141475092,7.6673758207467,0.754530375168179,21.48,0.578152754445225,0.467604870588976,0.721229665480467,0.61460106027298,0.500070463853402,0.719378497826408,0.689195196548674,0.475250169011883,0.311953867376353,0.0101150666666667,0.448418621883642,0.508,-0.497884933333333,-0.4990963,-0.5705186,-0.9311823,-0.1907277,-0.5795925,-0.2161922,0.138781431334623,0.427052619536156,0.298708148390615,0.405142524228042,0.455837088119705,0.492495835831834,0.408672422369224,0.501459698277516,0.688046132623648,2.73197593333333,0.619879371001144,0.356771349860097,0.688046132623648,1.74189929572207,0.567605390588796,0.870949647861036,0.846480673952251,0.606021201662979,0.825761964611124
"20","CMR",0.0016585784924969,0.073356385209228,0.109751946291475,0.061847045537748,0.616611639646861,0.44331132933333,"Sub-Saharan Africa","Africa",0.0025611585403133,0.0152732654413918,0.755024489400384,0.47357827821768,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.252556286015966,13.7605885925035,1.07341615657496,17.24,0.640802262378686,0.614803030468075,0.660089074399107,0.61460106027298,0.500070463853402,0.719378497826408,0.75706111540618,0.504808700711073,0.282987701649427,-0.49540365,0.42143899903804,0.556,-1.05140365,-1.149748,-0.7996525,-1.37598,-0.7993764,-1.079662,-1.104003,0.231624758220503,0.29252847514549,0.128052882667172,0.349681941525456,0.357949796411866,0.352660495656629,0.292492100255259,0.274333634356556,0.717012298350573,3.23749465,0.660964726237529,0.237749759012766,0.717012298350573,1.82128835392143,0.610872826560938,0.910644176960716,0.87555233210719,0.642724856098132,0.858243667730886
"21","COD",0.00104707527104488,0.0450163486235092,0.0105395237566834,0.055918927849853,0.770131815467774,0.527430425455385,"Sub-Saharan Africa","Africa",0.00045482384734941,0.000485895628327618,0.723801599258164,0.38802441230848,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.213856093063703,10.6570490697968,0.238480195674697,NA,0.633835935449787,0.160583098007626,0.719378497826408,0.61460106027298,0.500070463853402,0.719378497826408,0.573646185477926,0.393751139270814,0.0212254908667318,-1.19775933333333,0.177628831384983,0.45975,-1.65750933333333,-1.503398,-1.554787,-2.116205,-1.474037,-1.784221,-1.512408,0.0454545454545454,0.14892737641364,0.0352962899723475,0.166905846897705,0.195047379190656,0.197659105686014,0.128803069893893,0.169852566841226,0.978774509133268,3.93985033333333,0.506598487417055,0.0723839911096165,0.978774509133268,2.01280342200571,0.783430911530478,1.00640171100285,0.942446636791024,0.77990767653245,0.933903939846441
"22","COG",0.00341033533144817,0.147086460635845,0.0241619538185854,0.185958780799062,0.602837880612025,0.483601036410654,"Sub-Saharan Africa","Africa",0.00287738148672534,0.00220218875802172,0.723801599258164,0.39321754931161,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.21655788466303,21.7648070350283,0.674162504283299,24.18,0.717135781608098,0.426275492619478,0.754409142357473,0.61460106027298,0.500070463853402,0.719378497826408,0.748903924021113,0.482730904342071,0.309554097151029,-0.52578785,0.44618343148234,0.58475,-1.11053785,-1.358807,-1.217236,-0.4428181,-1.362082,-1.101223,-1.181061,0.287234042553191,0.275103979677414,0.0732201369802293,0.248608184054452,0.563312124310461,0.223380454485929,0.287482868688249,0.254620109545165,0.690445902848971,3.26787885,0.630277339059841,0.230595966875316,0.690445902848971,1.80432427831947,0.638703128598741,0.902162139159733,0.869409550563888,0.665815838222398,0.851359947001255
"23","COL",0.000299448461012344,0.0125755841442712,0.00100389120548807,0.0162348915061101,0.432510106584675,0.27875423002917,"Latin America and the Caribbean","Americas",0.00502018978246189,0.0151082869257271,0.705768820550671,0.373756384575518,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.210059610786141,5.81663109810366,0.425765428106222,17.2,0.549415965017008,0.28471162444138,0.659446865447478,0.586847705678886,0.41348122221462,0.540929230012489,0.564416916160796,0.387238263473468,0.635060423148707,0.571292633333333,0.74936604778255,0.75275,-0.181457366666667,-0.3014929,-0.0852262,-0.8133885,0.3277881,-0.4078089,0.1913842,0.612185686653772,0.503472678420447,0.350536278148603,0.522604843357321,0.481760144965491,0.611623393779824,0.448582622815155,0.605728787456285,0.364939576851293,2.17079836666667,0.497545811239918,0.488897509644885,0.364939576851293,1.14123961812038,0.240421450268775,0.57061980906019,0.594633160608503,0.290442043328844,0.555045240518066
"24","COM",0.000018633911646238,0.000435923417756043,0,0.000573775137485517,0.30383730673789,0.184130458410785,"Sub-Saharan Africa","Africa",0.000444692999039793,0.000700270842420335,0.726831346631936,0.306562968414936,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.191207727225072,7.50993344914522,1.22996313160753,NA,0.60930852982651,0.678961230670245,0.719378497826408,0.61460106027298,0.500070463853402,0.719378497826408,0.79902640345877,0.495117065341921,0.294691997960896,-0.338416133333333,0.432340597238283,0.544,-0.882416133333333,-0.8164125,-1.639134,-0.2032647,-1.117265,-1.081078,-0.4373426,0.208413926499033,0.332445911902919,0.215481315310254,0.14649012591877,0.616030997509231,0.279626476987371,0.292163123310828,0.44488343238106,0.705308002039104,3.08050713333333,0.647493682208166,0.27471160307671,0.705308002039104,1.53693214265806,0.249091994259332,0.768466071329028,0.767345739431645,0.29983222912843,0.738604516798922
"25","CPV",0.000018193846680727,0.000453391874848198,0.00185020052145213,0.0000116801745258489,0.147757471068955,0.0792589879943526,"Sub-Saharan Africa","Africa",0.000207698032259487,0.000118164651141467,0.723801599258164,0.18534397964274,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.154998160686563,4.64315953349903,1.03205480684066,7.42,0.562716389091322,0.597041849185585,0.43396433660712,0.61460106027298,0.500070463853402,0.719378497826408,0.610121830369116,0.382559995527839,0.635844050978861,1.17387331666667,0.750095933246445,0.66775,0.506123316666667,0.7682196,0.3192393,0.7472337,-0.2411533,0.4454568,0.9977438,0.447775628626693,0.669427488412186,0.631104316217493,0.62050346208241,0.825208594759922,0.480910694962333,0.646820435508786,0.812017426942175,0.364155949021139,1.56821768333333,0.491043177672283,0.630771804660349,0.364155949021139,0.934458114687774,0.0677822173153747,0.467229057343887,0.49119372305716,0.0884111750682405,0.449691401521389
"26","CRI",0.000246918743121562,0.0103169871193153,0.00142456656836742,0.0131290302800521,0.390087700979913,0.248729294939607,"Latin America and the Caribbean","Americas",0.00121845016549951,0.00277267219672929,0.698406021103898,0.326576621609504,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.189596402946456,4.53919155793563,0.222133066569709,10.37,0.537094600383028,0.148871127859522,0.521829944458404,0.586847705678886,0.41348122221462,0.540929230012489,0.433995149620575,0.311795776283515,0.765117521582925,1.38477431666667,0.870503636279006,0.79825,0.586524316666667,0.5517608,0.3781868,0.4864345,0.479403,0.4787028,1.144658,0.700193423597679,0.687919867597386,0.574330724398433,0.634771375729673,0.76781412674093,0.64645649391974,0.654544423852408,0.849602060943132,0.234882478417075,1.35731668333333,0.392683316118058,0.680427280716332,0.234882478417075,0.87629508947474,0.156093997602938,0.43814754473737,0.460099961044362,0.19553277030899,0.418717484618648
"27","CUB",0.0000697981405320725,0.00264532306602714,0.0000468576035039941,0.00346703375665794,0.119615239254403,0.0618207917607439,"Latin America and the Caribbean","Americas",0.000404626903679946,0.00168142487198022,0.50690357348509,0.291756559847622,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.123520088516724,0.385653751832659,0.615427151469996,5.82,0.316151766512329,0.394795875117046,0.372314365211386,0.586847705678886,0.41348122221462,0.540929230012489,0.377161326724758,0.250340707620741,0.618398099074005,0.310963016666667,0.733846450763578,0.773,-0.462036983333333,0.1654153,-0.2448378,0.6523342,-1.455965,-0.4443496,-1.444819,0.651353965183753,0.431723708178119,0.472998638485868,0.48397174567037,0.804323920582362,0.201811097249696,0.440093182254853,0.187143664825564,0.381601900925995,2.43112798333333,0.307262857727843,0.427604338692377,0.381601900925995,0.750685550414581,0.042586164796054,0.375342775207291,0.389524376912179,0.0562201038041796,0.349632061676859
"28","CYP",0.000170282428537123,0.00716892965980671,0.00950235600755318,0.00643103208010171,0.172381770741339,0.100318868704108,"Western Asia","Asia",0.000200409642843257,0.00019952391914051,0.51733575460839,0.530013067862572,0.0556697924596863,0.110896921046402,0.709986261363805,0.530013067862572,0.195032127262022,2.03927827281997,1.38324727215271,6.77,0.471778437188708,0.737558759223248,0.410462891274126,0.575715689382921,0.433691009115231,0.610098786445646,0.622022907350333,0.408527517306178,0.849490090694405,1.68984243333333,0.949089808663783,0.871,0.818842433333333,0.6399662,0.9209022,0.543319,1.017323,0.7534632,1.038081,0.840909090909091,0.742448148615333,0.597465553640011,0.766132611782771,0.780332783301327,0.770042112663436,0.718379054391087,0.822336775913367,0.150509909305595,1.05224856666667,0.527137151071538,0.752253884490546,0.150509909305595,0.777965929081241,0.0679807864776985,0.388982964540621,0.405273401486247,0.0886618433044702,0.364900751508975
"29","DEU",0.00174703162521089,0.0780932029650691,0.156386845130094,0.0533344660477217,0.444070441331808,0.33054940955753,"Western Europe","Europe",0.00334761341600696,0.0037457548703369,0.552539285902761,0,0.00394607718689199,0.00451658281604013,0.576285605213806,0,0.0537130411626325,3.17334996645792,0.433373392393212,4.48,0.498847801429735,0.289402562335797,0.308323010990982,0.468971219647869,0.406848262377542,0.215077697734344,0.38323627779441,0.218474659478521,0.965958343822872,2.43377801666667,1.05757049514868,0.93825,1.49552801666667,1.946584,1.619633,0.6048951,1.749248,1.630446,1.422362,0.970986460348163,0.90838058809781,0.940169965013991,0.935256505367456,0.79388392725493,0.938199838717459,0.92212702180843,0.920646270424596,0.0340416561771284,0.308312983333333,0.26297013300029,0.927409410284176,0.0340416561771284,0.627561198734948,0.0981770715442212,0.313780599367474,0.315248399687891,0.126248362399747,0.278781028499827
"30","DJI",0.000193110658355026,0.00800445936428239,0.00191466509036007,0.00993023022050352,0.413181139434679,0.262693741978369,"Sub-Saharan Africa","Africa",0.000406352931098878,0.000653456977897076,0.704014918204177,0.290082877171282,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.179805968295708,5.7321432442516,0.680941365331715,24.24,0.57791797468395,0.429837352149893,0.755105357029568,0.61460106027298,0.500070463853402,0.719378497826408,0.687311924021857,0.433558946158783,0.234977440580835,-0.297655166666667,0.376721353335094,0.49075,-0.788405166666667,-0.7168093,-0.8990966,-0.1341229,-0.7057354,-0.9226128,-1.352054,0.10541586073501,0.352082265056136,0.241605600489106,0.325612051682293,0.631247136319762,0.374174254068249,0.328979081852298,0.210875465925109,0.765022559419165,3.03974616666667,0.561929987094302,0.284308547635225,0.765022559419165,1.58964628849184,0.348582129871349,0.794823144245918,0.788292566811131,0.403143665545756,0.761493214988212
"31","DNK",0.00106261600991782,0.0481479670846686,0.135002900288034,0.0206818998320646,0.247889699264526,0.178596288312503,"Northern Europe","Europe",0.000984472127262978,0.000877194964894444,0.56821415042989,0,0.00394607718689199,0.00451658281604013,0.576285605213806,0,0.0567365396553543,1.56751621837442,0.864636113479271,1.95,0.439329902416781,0.521253776343373,0.127161642347238,0.468971219647869,0.406848262377542,0.215077697734344,0.379207391034003,0.217971965344679,0.981231561149051,2.61970296666667,1.07179625243336,0.93625,1.68345296666667,2.147795,1.871631,0.9590668,1.67705,1.833378,1.611797,0.967117988394584,0.95350297518999,0.992944309062396,0.996251215970672,0.871827020289271,0.921612549711552,0.969273878649791,0.96910887745626,0.018768438850949,0.122388033333333,0.262271405226043,0.971184413261567,0.018768438850949,0.459636132389495,0.0501926730200753,0.229818066194748,0.20433516152061,0.0660196164135206,0.176601987005798
"32","DOM",0.0000589386249679368,0.00217690093941572,0.0000627559421645646,0.00284545535002469,0.369495941351759,0.229421943836964,"Latin America and the Caribbean","Americas",0.00147543082152858,0.00301513572953596,0.675266133948009,0.209246049085629,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.149072077043538,1.8445096280058,0.664167327271223,18.03,0.451922614249246,0.420997266648212,0.672492090607749,0.586847705678886,0.41348122221462,0.540929230012489,0.58807416753468,0.368573122289109,0.608643577217334,0.493937183333333,0.72476090857573,0.73575,-0.241812816666667,-0.74949,-0.4002573,0.0347933,-0.0771244,-0.3962312,0.1374327,0.579303675048356,0.484933824428878,0.233033989068544,0.446353322410675,0.668420775804812,0.518595876956585,0.451272450759749,0.591926531572902,0.391356422782666,2.24815381666667,0.471601898873063,0.470684596025344,0.391356422782666,1.09238026549269,0.197981575604541,0.546190132746347,0.571122842369382,0.243511776608515,0.530791241630413
"33","DZA",0.00148175127396482,0.0635678513592957,0.00108929995942579,0.0833253945557899,0.532017758302421,0.379887822182165,"Northern Africa","Africa",0.00506544306573688,0.0115326762388644,0.721389317503791,0.516160873405539,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.254788804532034,3.62976078513654,0.559746911612696,9.05,0.504988255928053,0.363878435758381,0.485730569081839,0.61460106027298,0.500070463853402,0.719378497826408,0.500991454590904,0.377890129561469,0.537901369699771,-0.0782031999999998,0.658870307241671,0.7375,-0.8157032,-0.636465,-0.4439246,-0.7937849,-1.263752,-0.7753089,-0.9809838,0.582688588007737,0.349919259637007,0.262678592177077,0.435783895961561,0.486074338388082,0.245971497561233,0.36320195397436,0.305805279759727,0.462098630300229,2.8202942,0.484552222570481,0.335977301582599,0.462098630300229,1.32653867505287,0.359621130863943,0.663269337526437,0.679167697112023,0.414133508352859,0.643720816224884
"34","ECU",0.00189837587901982,0.0761870949183524,0.00880303189684274,0.0974959041988687,0.448095691033751,0.331973439612788,"Latin America and the Caribbean","Americas",0.00689581402497882,0.0564032811030509,0.840625639386273,0.405700634116891,0.0156357870048833,0.0170967461781322,0.737187117715115,0.291756559847622,0.270850489785593,14.0054540399403,0.655695472927737,15.29,0.632925497700829,0.416498590583016,0.627014451018934,0.586847705678886,0.41348122221462,0.540929230012489,0.647871176619869,0.459360833202731,0.615247156234328,0.361851466666667,0.730911604287038,0.7605,-0.398648533333333,-0.5617972,-0.2613976,-0.0747498,-0.8901963,-0.6301615,0.0264112,0.627176015473888,0.449797107059409,0.282262731048896,0.479963538428062,0.644313462785251,0.33179487709673,0.39692381000838,0.563524222989135,0.384752843765672,2.38023953333333,0.597793733837809,0.439585743287429,0.384752843765672,1.31452001721627,0.326179366946801,0.657260008608134,0.673892444505627,0.380561414280724,0.638120839858298
"35","EGY",0.00191079391168766,0.0820454327668291,0.000524549134537643,0.107824717716524,0.358484235234112,0.275692653998556,"Northern Africa","Africa",0.00627221528746791,0.0259145411288857,0.723801599258164,0.408909945702258,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.228949194579432,0.862233393164623,0.400587285547475,11.18,0.38668157663122,0.269006757776996,0.541960697023431,0.61460106027298,0.500070463853402,0.719378497826408,0.429364494858234,0.329156844718833,0.501932483152949,-0.111694716666667,0.625368220622474,0.705,-0.816694716666667,-0.5869341,-0.5848041,-1.164931,-0.8670051,-0.412311,-1.284183,0.519825918762089,0.349108092029458,0.275669734597855,0.40168479861783,0.404395663887457,0.337122990573472,0.447536657347977,0.228238707152158,0.498067516847051,2.85378571666667,0.416814611650839,0.32809190889162,0.498067516847051,1.19057478249645,0.252226282101431,0.595287391248223,0.617834277739741,0.303210626328859,0.579155631846777
"36","ERI",0.000115004364143642,0.00459624670196488,0.0000324458347536621,0.00603945386272359,0.260938149450567,0.158098567720507,"Sub-Saharan Africa","Africa",0.000493003388673791,0.000424553323090245,0.577393103480672,0.377761018177797,0.00557025054374124,0.0136754329125574,0.723801599258164,0.424334658875087,0.168489833773613,2.3623093040763,0.16442325181396,NA,0.478593650109578,0.106233984680131,0.719378497826408,0.61460106027298,0.500070463853402,0.719378497826408,0.47799429608651,0.323242064930062,0.0752478681089685,-1.11915103333333,0.22794627336052,0.488,-1.60715103333333,-1.316023,-1.727732,-0.6051562,-2.231222,-1.58643,-2.176343,0.100096711798839,0.155921130202914,0.0844416782268161,0.125045474096043,0.527586137080769,0.0236979651289686,0.174755526684886,0,0.924752131891031,3.86124203333333,0.40859326861392,0.0908918813446156,0.924752131891031,1.49144396822546,0.210799998096559,0.745721984112729,0.748917409463151,0.257859461188169,0.718577482343204
"37","ESP",0.00163651645761479,0.075105426257861,0.247069709177002,0.0207252962467777,0.415129536833009,0.309093835056432,"Southern Europe","Europe",0.0170456078934461,0.0072006180721534,0.609622020902702,0,0.00394607718689199,0.00451658281604013,0.576285605213806,0,0.0752056861990112,3.92934274234336,0.705221587999862,4.65,0.510162204420867,0.442478243241427,0.317259812062841,0.468971219647869,0.406848262377542,0.215077697734344,0.462338016391337,0.268771851295174,0.861949400665441,1.69565428333333,0.960694640559864,0.8875,0.808154283333333,0.613507,1.002136,0.2548025,0.9452896,0.9689376,1.064253,0.872823984526112,0.740687309448505,0.590525739593833,0.785794800062835,0.716838527827379,0.753492640048155,0.768439866336853,0.829032282821977,0.138050599334559,1.04643671666667,0.332881521502595,0.753622252485558,0.138050599334559,0.780025955893587,0.145562215280815,0.390012977946793,0.406452829252024,0.183195899719834,0.366047642263475
"38","EST",0.0000973012891334231,0.00401046853197499,0.00907610808417202,0.00240856531834493,0.207458276579452,0.121767295646402,"Northern Europe","Europe",0.000433054260703925,0.00061632874051656,0.602265790041045,0,0.00394607718689199,0.00451658281604013,0.576285605213806,0,0.0663599782735556,3.1605203077648,0.790389377726863,1.4,0.514798744389369,0.485438184146847,0.0668028585730422,0.468971219647869,0.406848262377542,0.215077697734344,0.369757941007098,0.218058959640327,0.897985200636843,2.10108796666667,0.994259051581106,0.882,1.21908796666667,1.506318,1.191938,0.5999668,1.562708,1.240627,1.21297,0.862185686653772,0.840535335671124,0.824695416620439,0.831735315709433,0.79279934894051,0.895342794323406,0.831561016510879,0.86707812192208,0.102014799363157,0.641003033333333,0.262392324342616,0.849079374808579,0.102014799363157,0.486174419352174,0.0443728699679357,0.243087209676087,0.222687153092059,0.058528336751983,0.193205754545438
"39","FJI",0.0000502696186567955,0.00189130338190537,0.00455701673263956,0.00104832694444732,0.28487203803132,0.17236408697831,"Melanesia","Oceania",0.00404566875711803,0.00230356498878243,0.783897233065319,0.351997613802389,0.00348572401922216,0.00715105994660637,0.809635348480105,0.428879558330927,0.222390357936979,31.6122974178607,0.989752086997043,12.39,0.753911630948882,0.578498484951066,0.56966668773493,0.72297189803294,0.54259365084217,0.526953574262547,0.750846424838824,0.486618391387902,0.660215689483818,0.939843066666667,0.77279612840489,0.73125,0.208593066666667,0.3809974,0.2595362,0.7425547,-0.2195376,-0.1286585,0.2166662,0.570599613152805,0.595214075163906,0.52954228627887,0.60605265966884,0.824178880267466,0.485876841711065,0.513437174812912,0.612196608244284,0.339784310516182,1.80224793333333,0.63568081403215,0.575670674389507,0.339784310516182,1.14782921152664,0.168135155571957,0.573914605763321,0.597762836206504,0.209500755139552,0.558287438243334
