eez,dist_km,area_km2,ais_fishing,dark_fishing,ISO_TER1,GEONAME,SOVEREIGN1,fishing_per_km2
8351,5,16395.09542,0,1.767737079,ERI,Eritrean Exclusive Economic Zone,Eritrea,0.000107821
8351,10,25556.59909,0,3.003914017,ERI,Eritrean Exclusive Economic Zone,Eritrea,0.00011754
8351,15,32501.68999,0,3.785396991,ERI,Eritrean Exclusive Economic Zone,Eritrea,0.000116468
8351,20,37920.28074,0.007054871,4.43342231,ERI,Eritrean Exclusive Economic Zone,Eritrea,0.0001171
8351,25,42557.19951,0.007054871,4.887208799,ERI,Eritrean Exclusive Economic Zone,Eritrea,0.000115004
5675,5,10043.03493,0.336268763,0.808575311,EST,Estonian Exclusive Economic Zone,Estonia,0.000113994
5675,10,15113.91698,0.556745262,1.018903805,EST,Estonian Exclusive Economic Zone,Estonia,0.000104252
5675,15,19934.38258,0.760111758,1.17683848,EST,Estonian Exclusive Economic Zone,Estonia,9.72E-05
5675,20,24276.72126,1.024471613,1.285921887,EST,Estonian Exclusive Economic Zone,Estonia,9.52E-05
5675,25,27354.37105,1.268508915,1.393106652,EST,Estonian Exclusive Economic Zone,Estonia,9.73E-05
8435,5,3437.608645,1.318031309,0.618462546,FRO,Faeroe Exclusive Economic Zone,Denmark,0.000563326
8435,10,5386.146981,2.37627552,0.800322213,FRO,Faeroe Exclusive Economic Zone,Denmark,0.000589772
8435,15,7400.691636,3.642911817,0.984274029,FRO,Faeroe Exclusive Economic Zone,Denmark,0.000625237
8435,20,9534.537444,4.662226872,1.120724908,FRO,Faeroe Exclusive Economic Zone,Denmark,0.000606527
8435,25,11808.82331,5.79894654,1.382780899,FRO,Faeroe Exclusive Economic Zone,Denmark,0.000608166
8325,5,26215.6114,0.486589246,0.885651468,FJI,Fijian Exclusive Economic Zone,Fiji,5.23E-05
8325,10,50062.08912,1.556742636,1.807528176,FJI,Fijian Exclusive Economic Zone,Fiji,6.72E-05
8325,15,74457.1647,2.195618344,2.464133288,FJI,Fijian Exclusive Economic Zone,Fiji,6.26E-05
8325,20,98583.75318,2.571054998,2.899468707,FJI,Fijian Exclusive Economic Zone,Fiji,5.55E-05
8325,25,121238.6526,2.822824262,3.27179657,FJI,Fijian Exclusive Economic Zone,Fiji,5.03E-05
5677,5,25406.20498,12.50181088,19.50985195,FRA,French Exclusive Economic Zone,France,0.001259994
5677,10,40802.61738,26.15380126,32.10099676,FRA,French Exclusive Economic Zone,France,0.001427722
5677,15,54551.48528,40.82767359,41.80000315,FRA,French Exclusive Economic Zone,France,0.001514673
5677,20,67074.76961,53.94646429,48.28145554,FRA,French Exclusive Economic Zone,France,0.001524089
5677,25,78870.40537,65.86951106,53.75978351,FRA,French Exclusive Economic Zone,France,0.001516783
8462,5,2870.532876,0.063054767,0.306352296,GUF,French Guiana Exclusive Economic Zone,France,0.000128689
8462,10,4826.5493,0.09896431,0.583650657,GUF,French Guiana Exclusive Economic Zone,France,0.000141429
8462,15,6643.684632,0.132303274,0.801021611,GUF,French Guiana Exclusive Economic Zone,France,0.000140483
8462,20,8286.358281,0.264286193,0.942520443,GUF,French Guiana Exclusive Economic Zone,France,0.000145638
8462,25,9894.576326,0.539173904,1.064913822,GUF,French Guiana Exclusive Economic Zone,France,0.000162118
8440,5,31691.32633,0.047945205,0.086483435,PYF,French Polynesian Exclusive Economic Zone,France,4.24E-06
8440,10,74360.94188,0.171232877,0.213563065,PYF,French Polynesian Exclusive Economic Zone,France,5.17E-06
8440,15,126963.7767,0.226027397,0.369134452,PYF,French Polynesian Exclusive Economic Zone,France,4.69E-06
8440,20,188722.8975,0.253424658,0.524507592,PYF,French Polynesian Exclusive Economic Zone,France,4.12E-06
8440,25,257553.5567,0.280821918,0.66353814,PYF,French Polynesian Exclusive Economic Zone,France,3.67E-06
8476,5,6669.602386,0.187025183,2.282558353,GAB,Gabonese Exclusive Economic Zone,Gabon,0.000370274
8476,10,10695.97011,0.339600617,3.957142264,GAB,Gabonese Exclusive Economic Zone,Gabon,0.000401716
8476,15,14350.23,0.633665611,6.233225729,GAB,Gabonese Exclusive Economic Zone,Gabon,0.000478521
8476,20,17893.54403,0.817990458,8.147867493,GAB,Gabonese Exclusive Economic Zone,Gabon,0.000501067
8476,25,21457.7374,1.122353328,10.07090662,GAB,Gabonese Exclusive Economic Zone,Gabon,0.000521642
8370,5,1416.827627,0.046357616,0.287822212,GMB,Gambian Exclusive Economic Zone,Gambia,0.000235865
8370,10,1827.990059,0.079470199,0.845041841,GMB,Gambian Exclusive Economic Zone,Gambia,0.000505753
8370,15,2175.665961,0.112582781,1.709730381,GMB,Gambian Exclusive Economic Zone,Gambia,0.000837589
8370,20,2514.950795,0.298013245,4.106491573,GMB,Gambian Exclusive Economic Zone,Gambia,0.001751328
8370,25,2851.841552,0.61589404,6.731323642,GMB,Gambian Exclusive Economic Zone,Gambia,0.002576306
5678,5,1896.610042,1.775216911,3.442078861,GEO,Georgian Exclusive Economic Zone,Georgia,0.002750853
5678,10,3343.222982,1.943425905,4.400694497,GEO,Georgian Exclusive Economic Zone,Georgia,0.001897606
5678,15,4716.06148,1.996329622,4.591210168,GEO,Georgian Exclusive Economic Zone,Georgia,0.001396831
5678,20,6042.218625,2.002154417,4.672543013,GEO,Georgian Exclusive Economic Zone,Georgia,0.001104677
5678,25,7308.885771,2.003319918,4.747573092,GEO,Georgian Exclusive Economic Zone,Georgia,0.000923656
5669,5,12526.33591,7.906413367,12.84818856,DEU,German Exclusive Economic Zone,Germany,0.001656877
5669,10,17358.62586,13.22563345,19.44349417,DEU,German Exclusive Economic Zone,Germany,0.001882011
5669,15,21307.78313,17.12732531,22.88395685,DEU,German Exclusive Economic Zone,Germany,0.001877778
5669,20,24855.41024,19.87527099,24.69309981,DEU,German Exclusive Economic Zone,Germany,0.001793105
5669,25,27331.10429,21.84680718,25.90149636,DEU,German Exclusive Economic Zone,Germany,0.001747032
8400,5,3546.715443,1.355303752,2.816428805,GHA,Ghanaian Exclusive Economic Zone,Ghana,0.001176224
8400,10,6269.272482,2.118672796,5.489177486,GHA,Ghanaian Exclusive Economic Zone,Ghana,0.001213514
8400,15,9049.679379,3.373980143,8.778496824,GHA,Ghanaian Exclusive Economic Zone,Ghana,0.001342863
8400,20,11780.00291,4.968474555,12.61926077,GHA,Ghanaian Exclusive Economic Zone,Ghana,0.001493016
8400,25,14547.33093,6.541008133,16.90130249,GHA,Ghanaian Exclusive Economic Zone,Ghana,0.001611451
5679,5,66553.80731,20.98105206,30.85827714,GRC,Greek Exclusive Economic Zone,Greece,0.000778909
5679,10,110865.7759,36.89199206,51.84648936,GRC,Greek Exclusive Economic Zone,Greece,0.000800414
5679,15,148165.3387,47.57054652,68.44626816,GRC,Greek Exclusive Economic Zone,Greece,0.000783023
5679,20,179033.8565,54.09547636,78.96845335,GRC,Greek Exclusive Economic Zone,Greece,0.000743233
5679,25,203315.2182,56.37002115,84.37468372,GRC,Greek Exclusive Economic Zone,Greece,0.000692249
8419,5,1063.227917,0.010239684,0.114980753,GRD,Grenadian Exclusive Economic Zone,Grenada,0.000117774
8419,10,2023.006727,0.019135979,0.206028391,GRD,Grenadian Exclusive Economic Zone,Grenada,0.000111302
8419,15,2982.926367,0.026711737,0.263956264,GRD,Grenadian Exclusive Economic Zone,Grenada,9.74E-05
8419,20,4027.272903,0.028765125,0.369537646,GRD,Grenadian Exclusive Economic Zone,Grenada,9.89E-05
8419,25,5117.516463,0.036565674,0.447901594,GRD,Grenadian Exclusive Economic Zone,Grenada,9.47E-05
33177,5,2674.318001,0.012418373,0.683521782,GLP,Guadeloupean Exclusive Economic Zone,France,0.000260231
33177,10,4960.76204,0.018670441,0.94537808,GLP,Guadeloupean Exclusive Economic Zone,France,0.000194335
33177,15,7207.050403,0.026041449,1.129390778,GLP,Guadeloupean Exclusive Economic Zone,France,0.00016032
33177,20,8931.771549,0.026041449,1.206306363,GLP,Guadeloupean Exclusive Economic Zone,France,0.000137974
33177,25,10721.28869,0.026041449,1.262054488,GLP,Guadeloupean Exclusive Economic Zone,France,0.000120144
48957,5,970.6550081,0.071428571,0.092798863,GUM,Guam Exclusive Economic Zone,United States,0.000169192
48957,10,1902.96667,0.157142857,0.158702685,GUM,Guam Exclusive Economic Zone,United States,0.000165975
48957,15,2986.255156,0.171428571,0.161675785,GUM,Guam Exclusive Economic Zone,United States,0.000111546
48957,20,4202.546102,0.214285714,0.186469299,GUM,Guam Exclusive Economic Zone,United States,9.54E-05
48957,25,5580.620074,0.228571429,0.188972178,GUM,Guam Exclusive Economic Zone,United States,7.48E-05
8430,5,2433.838741,0.016096579,1.976873847,GTM,Guatemalan Exclusive Economic Zone,Guatemala,0.000818859
8430,10,4236.64031,0.016096579,4.230775209,GTM,Guatemalan Exclusive Economic Zone,Guatemala,0.001002415
8430,15,5749.424788,0.017407195,6.418039065,GTM,Guatemalan Exclusive Economic Zone,Guatemala,0.00111932
8430,20,7072.939646,0.019419268,7.483004064,GTM,Guatemalan Exclusive Economic Zone,Guatemala,0.001060722
8430,25,8349.320634,0.020731604,7.845703847,GTM,Guatemalan Exclusive Economic Zone,Guatemala,0.000942165
21788,5,655.0886251,0.148807503,0.107496642,GGY,Guernsey Exclusive Economic Zone,United Kingdom,0.000391251
21788,10,1525.878289,0.391098843,0.323846718,GGY,Guernsey Exclusive Economic Zone,United Kingdom,0.000468547
21788,15,2481.024082,0.825131476,0.638915265,GGY,Guernsey Exclusive Economic Zone,United Kingdom,0.000590098
21788,20,3227.2746,1.229695513,0.912619287,GGY,Guernsey Exclusive Economic Zone,United Kingdom,0.000663815
21788,25,3835.790898,1.677786623,1.186552723,GGY,Guernsey Exclusive Economic Zone,United Kingdom,0.00074674
8471,5,9517.715684,1.074829932,1.920057083,GNB,Guinea Bissau Exclusive Economic Zone,Guinea-Bissau,0.000314664
8471,10,13369.68375,1.340136054,2.401968928,GNB,Guinea Bissau Exclusive Economic Zone,Guinea-Bissau,0.000279895
8471,15,15863.04798,1.401360544,2.702141476,GNB,Guinea Bissau Exclusive Economic Zone,Guinea-Bissau,0.000258683
8471,20,17744.45835,1.441996666,2.847439869,GNB,Guinea Bissau Exclusive Economic Zone,Guinea-Bissau,0.000241734
8471,25,19513.68831,1.475611381,3.22001037,GNB,Guinea Bissau Exclusive Economic Zone,Guinea-Bissau,0.000240632
8472,5,3946.951384,1.065316477,1.416216708,GIN,Guinean Exclusive Economic Zone,Guinea,0.000628721
8472,10,5920.303244,1.346792226,2.351614163,GIN,Guinean Exclusive Economic Zone,Guinea,0.000624699
8472,15,7783.310547,1.464568283,3.360200677,GIN,Guinean Exclusive Economic Zone,Guinea,0.000619886
8472,20,9515.444974,1.585213599,4.265812363,GIN,Guinean Exclusive Economic Zone,Guinea,0.000614898
8472,25,11169.91257,1.714988287,5.238061624,GIN,Guinean Exclusive Economic Zone,Guinea,0.00062248
8460,5,3761.316973,0,1.385101472,GUY,Guyanese Exclusive Economic Zone,Guyana,0.000368249
8460,10,5867.849868,0.020134228,2.485654185,GUY,Guyanese Exclusive Economic Zone,Guyana,0.000427037
8460,15,7979.101947,0.020134228,3.911157202,GUY,Guyanese Exclusive Economic Zone,Guyana,0.000492698
8460,20,10108.51662,0.024118292,6.348576327,GUY,Guyanese Exclusive Economic Zone,Guyana,0.000630428
8460,25,12235.29814,0.030697239,11.17386662,GUY,Guyanese Exclusive Economic Zone,Guyana,0.000915757
8408,5,9119.989944,0.007168459,0.319988803,HTI,Haitian Exclusive Economic Zone,Haiti,3.59E-05
8408,10,15356.14474,0.007168459,0.547519106,HTI,Haitian Exclusive Economic Zone,Haiti,3.61E-05
8408,15,20893.92905,0.007168459,0.710667547,HTI,Haitian Exclusive Economic Zone,Haiti,3.44E-05
8408,20,25810.54842,0.007168459,0.906517845,HTI,Haitian Exclusive Economic Zone,Haiti,3.54E-05
8408,25,30502.79828,0.007168459,1.039115503,HTI,Haitian Exclusive Economic Zone,Haiti,3.43E-05
8427,5,7917.601265,0.048197624,2.203315435,HND,Honduran Exclusive Economic Zone,Honduras,0.000284368
8427,10,13550.00365,0.087275478,4.236731574,HND,Honduran Exclusive Economic Zone,Honduras,0.000319115
8427,15,19356.12118,0.121929794,6.273676491,HND,Honduran Exclusive Economic Zone,Honduras,0.000330418
8427,20,24987.21322,0.139230832,8.217707298,HND,Honduran Exclusive Economic Zone,Honduras,0.000334449
8427,25,29883.66596,0.139230832,9.72479203,HND,Honduran Exclusive Economic Zone,Honduras,0.000330081
5680,5,21177.85924,7.544406332,1.661972448,ISL,Icelandic Exclusive Economic Zone,Iceland,0.000434717
5680,10,32781.63618,13.9009229,2.099142832,ISL,Icelandic Exclusive Economic Zone,Iceland,0.00048808
5680,15,43570.39872,18.40035846,2.39759958,ISL,Icelandic Exclusive Economic Zone,Iceland,0.000477341
5680,20,54103.06784,22.40853486,2.617669396,ISL,Icelandic Exclusive Economic Zone,Iceland,0.000462565
5680,25,64210.42074,26.16930963,2.809654794,ISL,Icelandic Exclusive Economic Zone,Iceland,0.000451312
8341,10,567.5409161,0,0,ATF,Ile Europa Exclusive Economic Zone,France,0
8341,15,1084.92749,0,0,ATF,Ile Europa Exclusive Economic Zone,France,0
8341,20,1751.614528,0,0.005841044,ATF,Ile Europa Exclusive Economic Zone,France,3.33E-06
8341,25,2575.571917,0,0.005841044,ATF,Ile Europa Exclusive Economic Zone,France,2.27E-06
8480,5,49173.59231,2.033088015,67.85757459,IND,Indian Exclusive Economic Zone,India,0.001421305
8480,10,80713.55033,4.096331001,182.8643415,IND,Indian Exclusive Economic Zone,India,0.002316348
8480,15,112825.1335,6.424519666,299.4411522,IND,Indian Exclusive Economic Zone,India,0.002710971
8480,20,144466.5673,9.105128068,409.1372706,IND,Indian Exclusive Economic Zone,India,0.002895081
8480,25,176050.1087,11.68089698,516.6578004,IND,Indian Exclusive Economic Zone,India,0.00300107
8333,5,12282.11573,0.006849315,0.733691747,,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),India,6.03E-05
8333,10,22823.80994,0.006849315,1.381858922,,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),India,6.08E-05
8333,15,34162.72234,0.006849315,1.751795507,,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),India,5.15E-05
8333,20,45655.03739,0.006849315,1.915497547,,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),India,4.21E-05
8333,25,57317.00286,0.006849315,2.063479033,,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),India,3.61E-05
8492,5,405905.7061,3.000251646,215.3671952,IDN,Indonesian Exclusive Economic Zone,Indonesia,0.000537976
8492,10,689853.7339,6.569552548,414.8655746,IDN,Indonesian Exclusive Economic Zone,Indonesia,0.000610905
8492,15,961614.0389,9.496887759,573.2759282,IDN,Indonesian Exclusive Economic Zone,Indonesia,0.000606036
8492,20,1226139.94,12.60704186,692.9452243,IDN,Indonesian Exclusive Economic Zone,Indonesia,0.000575426
8492,25,1478066.708,15.97684052,798.0776148,IDN,Indonesian Exclusive Economic Zone,Indonesia,0.000550756
8469,5,17796.2083,2.979965308,23.16584658,IRN,Iranian Exclusive Economic Zone,Iran,0.001469179
8469,10,29581.37915,3.943195785,50.75510414,IRN,Iranian Exclusive Economic Zone,Iran,0.001849079
8469,15,40210.40668,4.959993882,76.04966795,IRN,Iranian Exclusive Economic Zone,Iran,0.002014644
8469,20,49981.19284,6.14440027,100.1677726,IRN,Iranian Exclusive Economic Zone,Iran,0.002127044
8469,25,59027.61579,7.36166546,122.8453271,IRN,Iranian Exclusive Economic Zone,Iran,0.002205866
5681,5,16252.50725,3.228330483,5.519345467,IRL,Irish Exclusive Economic Zone,Ireland,0.000538235
5681,10,23531.91012,5.220111477,7.484125482,IRL,Irish Exclusive Economic Zone,Ireland,0.000539873
5681,15,30181.29163,7.02762111,9.000911175,IRL,Irish Exclusive Economic Zone,Ireland,0.000531075
5681,20,36771.91156,9.367722611,10.22487274,IRL,Irish Exclusive Economic Zone,Ireland,0.000532814
5681,25,43337.63041,11.88980591,11.41091285,IRL,Irish Exclusive Economic Zone,Ireland,0.000537656
8375,5,1203.581015,0.571562903,1.725123995,ISR,Israeli Exclusive Economic Zone,Israel,0.001908211
8375,10,2092.392955,1.073328225,3.757774598,ISR,Israeli Exclusive Economic Zone,Israel,0.002308889
8375,15,2970.653792,1.252765797,4.516549558,ISR,Israeli Exclusive Economic Zone,Israel,0.001942103
8375,20,3826.993387,1.289305481,4.82645249,ISR,Israeli Exclusive Economic Zone,Israel,0.001598058
8375,25,4674.90288,1.350678794,5.10195098,ISR,Israeli Exclusive Economic Zone,Israel,0.00138027
5682,5,39049.4493,17.47595067,22.61466837,ITA,Italian Exclusive Economic Zone,Italy,0.001026663
5682,10,70151.65237,44.63248525,37.72909911,ITA,Italian Exclusive Economic Zone,Italy,0.001174051
5682,15,100922.2751,65.40140941,48.95765827,ITA,Italian Exclusive Economic Zone,Italy,0.00113314
5682,20,131123.2373,81.63247331,58.88921913,ITA,Italian Exclusive Economic Zone,Italy,0.001071677
5682,25,159714.3433,93.95687431,66.61441428,ITA,Italian Exclusive Economic Zone,Italy,0.001005365
8473,5,3303.215833,0.390236311,6.380461661,CIV,Ivory Coast Exclusive Economic Zone,Ivory Coast,0.002049729
8473,10,5868.887631,0.658331311,13.78362044,CIV,Ivory Coast Exclusive Economic Zone,Ivory Coast,0.002460765
8473,15,8428.609562,1.293476162,17.95681681,CIV,Ivory Coast Exclusive Economic Zone,Ivory Coast,0.002283923
8473,20,10970.08522,2.475426729,21.04596274,CIV,Ivory Coast Exclusive Economic Zone,Ivory Coast,0.002144139
8473,25,13512.96193,3.079895363,22.07898801,CIV,Ivory Coast Exclusive Economic Zone,Ivory Coast,0.001861833
8459,5,4034.065696,0.002724796,0.348322135,JAM,Jamaican Exclusive Economic Zone,Jamaica,8.70E-05
8459,10,7088.931483,0.005449591,0.75758868,JAM,Jamaican Exclusive Economic Zone,Jamaica,0.000107638
8459,15,10251.54024,0.005449591,1.023860322,JAM,Jamaican Exclusive Economic Zone,Jamaica,0.000100405
8459,20,13548.81162,0.005449591,1.187408799,JAM,Jamaican Exclusive Economic Zone,Jamaica,8.80E-05
8459,25,17046.34129,0.005449591,1.513435162,JAM,Jamaican Exclusive Economic Zone,Jamaica,8.91E-05
8487,5,107446.8589,27.65907446,268.9770968,JPN,Japanese Exclusive Economic Zone,Japan,0.002760771
8487,10,182170.9966,45.82720554,422.2674038,JPN,Japanese Exclusive Economic Zone,Japan,0.002569534
8487,15,254007.3185,58.2388564,512.4380544,JPN,Japanese Exclusive Economic Zone,Japan,0.002246695
8487,20,322603.2806,68.10007199,574.1601084,JPN,Japanese Exclusive Economic Zone,Japan,0.001990867
8487,25,388462.4096,77.74459369,623.1439721,JPN,Japanese Exclusive Economic Zone,Japan,0.001804264
21789,5,417.7313236,0.07767714,0.158036561,JEY,Jersey Exclusive Economic Zone,United Kingdom,0.000564271
21789,10,936.8693999,0.244899514,0.723050537,JEY,Jersey Exclusive Economic Zone,United Kingdom,0.001033175
21789,15,1479.449293,0.526274086,1.451802225,JEY,Jersey Exclusive Economic Zone,United Kingdom,0.001337036
21789,20,1898.564251,0.752622498,1.906187833,JEY,Jersey Exclusive Economic Zone,United Kingdom,0.001400432
21789,25,2251.200693,0.922619719,2.199177102,JEY,Jersey Exclusive Economic Zone,United Kingdom,0.001386725
48961,5,130.4570889,0,0,URY,Joint regime area Argentina / Uruguay,Uruguay,0
48961,10,350.0813727,0.014388489,0.053089486,URY,Joint regime area Argentina / Uruguay,Uruguay,0.000192749
48961,15,653.4682192,0.115107914,0.294426396,URY,Joint regime area Argentina / Uruguay,Uruguay,0.000626709
48961,20,1045.821978,0.215827338,0.324462629,URY,Joint regime area Argentina / Uruguay,Uruguay,0.000516618
48961,25,1519.020118,0.294964029,0.360242996,URY,Joint regime area Argentina / Uruguay,Uruguay,0.000431335
21792,10,8.293991573,0,0.007283284,JAM,Joint regime area Colombia / Jamaica,Jamaica,0.00087814
21792,15,137.4391801,0,0.021695452,JAM,Joint regime area Colombia / Jamaica,Jamaica,0.000157855
21792,20,420.6080671,0,0.104536366,JAM,Joint regime area Colombia / Jamaica,Jamaica,0.000248536
21792,25,830.5865541,0,0.136913057,JAM,Joint regime area Colombia / Jamaica,Jamaica,0.000164839
48974,15,9.853638241,0,0.002146697,ECU,Joint regime area Ecuador / Colombia,Ecuador,0.000217858
48974,20,130.5583365,0,0.021091354,ECU,Joint regime area Ecuador / Colombia,Ecuador,0.000161547
48974,25,421.2454222,0,0.043241458,ECU,Joint regime area Ecuador / Colombia,Ecuador,0.000102651
48976,5,0.926127746,0,0,FRA,Joint regime area Italy / France,France,0
48976,10,51.83321178,0.005675369,0.006446184,FRA,Joint regime area Italy / France,France,0.000233857
48976,15,81.45553629,0.0079533,0.006496129,FRA,Joint regime area Italy / France,France,0.00017739
48976,20,81.45553629,0.0079533,0.006496129,FRA,Joint regime area Italy / France,France,0.00017739
48976,25,81.45553629,0.0079533,0.006496129,FRA,Joint regime area Italy / France,France,0.00017739
48962,10,72.57752356,0,0.256267911,PER,Joint regime area Peru / Ecuador,Peru,0.003530954
48962,15,244.7827031,0.007407407,1.005054348,PER,Joint regime area Peru / Ecuador,Peru,0.004136165
48962,20,430.5169865,0.014814815,2.11414907,PER,Joint regime area Peru / Ecuador,Peru,0.004945133
48962,25,670.3539384,0.022222222,2.556474789,PER,Joint regime area Peru / Ecuador,Peru,0.003846769
48964,25,60.19819541,0.145695364,0.413892662,SEN,Joint regime area Senegal / Guinea Bissau,Senegal,0.009295761
48977,20,3.821454736,0.025534866,0.003230162,NOR,Joint regime area Sweden / Norway,Norway,0.007527245
48977,25,118.6704532,0.326687526,0.044392126,NOR,Joint regime area Sweden / Norway,Norway,0.003126976
8339,5,144.8817548,0,0.013114357,ATF,Juan de Nova Exclusive Economic Zone,France,9.05E-05
8339,10,458.2006256,0,0.013114357,ATF,Juan de Nova Exclusive Economic Zone,France,2.86E-05
8339,15,929.3577892,0,0.023885234,ATF,Juan de Nova Exclusive Economic Zone,France,2.57E-05
8339,20,1559.53423,0,0.023885234,ATF,Juan de Nova Exclusive Economic Zone,France,1.53E-05
8339,25,2342.828509,0,0.023885234,ATF,Juan de Nova Exclusive Economic Zone,France,1.02E-05
8349,5,4261.77685,0.10666197,0.293915649,KEN,Kenyan Exclusive Economic Zone,Kenya,9.40E-05
8349,10,6661.648546,0.14869267,0.666030397,KEN,Kenyan Exclusive Economic Zone,Kenya,0.000122301
8349,15,9065.096667,0.173259875,0.927460223,KEN,Kenyan Exclusive Economic Zone,Kenya,0.000121424
8349,20,11469.65328,0.203953336,1.03909826,KEN,Kenyan Exclusive Economic Zone,Kenya,0.000108377
8349,25,13800.48177,0.22715057,1.120435525,KEN,Kenyan Exclusive Economic Zone,Kenya,9.76E-05
8357,5,2525.831844,0.006993007,3.264947715,KWT,Kuwaiti Exclusive Economic Zone,Kuwait,0.001295391
8357,10,3823.002337,0.034952852,6.526798564,KWT,Kuwaiti Exclusive Economic Zone,Kuwait,0.001716387
8357,15,4698.571373,0.034952852,8.309468063,KWT,Kuwaiti Exclusive Economic Zone,Kuwait,0.001775949
8357,20,5474.278872,0.048926683,9.750156506,KWT,Kuwaiti Exclusive Economic Zone,Kuwait,0.001790023
8357,25,6178.052653,0.055895324,11.34896201,KWT,Kuwaiti Exclusive Economic Zone,Kuwait,0.001846028
5683,5,2999.922291,0.975350069,0.523708501,LVA,Latvian Exclusive Economic Zone,Latvia,0.000499699
5683,10,5444.543045,2.070997959,0.976730096,LVA,Latvian Exclusive Economic Zone,Latvia,0.000559777
5683,15,7850.174465,3.01856627,1.229772184,LVA,Latvian Exclusive Economic Zone,Latvia,0.000541178
5683,20,9988.171627,3.616586447,1.43772244,LVA,Latvian Exclusive Economic Zone,Latvia,0.000506029
5683,25,12026.6724,4.205672002,1.632291851,LVA,Latvian Exclusive Economic Zone,Latvia,0.000485418
8374,5,1345.959535,0.004026053,0.20524251,LBN,Lebanese Exclusive Economic Zone,Lebanon,0.000155479
8374,10,2384.183027,0.005355841,0.638055532,LBN,Lebanese Exclusive Economic Zone,Lebanon,0.000269867
8374,15,3394.702648,0.005355841,0.778205699,LBN,Lebanese Exclusive Economic Zone,Lebanon,0.000230819
8374,20,4410.171661,0.005355841,0.991141463,LBN,Lebanese Exclusive Economic Zone,Lebanon,0.000225954
8374,25,5420.424352,0.005355841,1.163811223,LBN,Lebanese Exclusive Economic Zone,Lebanon,0.000215697
8391,5,3834.206109,0.108133828,0.619765146,LBR,Liberian Exclusive Economic Zone,Liberia,0.000189843
8391,10,6636.56805,0.123059201,0.847244922,LBR,Liberian Exclusive Economic Zone,Liberia,0.000146206
8391,15,9428.092051,0.521886551,1.453047698,LBR,Liberian Exclusive Economic Zone,Liberia,0.000209473
8391,20,12214.9522,1.022026105,2.188693449,LBR,Liberian Exclusive Economic Zone,Liberia,0.000262852
8391,25,15015.49432,1.448158232,2.809466124,LBR,Liberian Exclusive Economic Zone,Liberia,0.000283549
8372,5,11055.96493,0.040405387,2.921690973,LBY,Libyan Exclusive Economic Zone,Libya,0.000267918
8372,10,19637.91523,0.077961101,5.357742145,LBY,Libyan Exclusive Economic Zone,Libya,0.000276796
8372,15,28212.89362,0.093834761,8.297471751,LBY,Libyan Exclusive Economic Zone,Libya,0.000297428
8372,20,36799.33713,0.103457905,10.32913948,LBY,Libyan Exclusive Economic Zone,Libya,0.0002835
8372,25,45368.09788,0.109676467,11.93487037,LBY,Libyan Exclusive Economic Zone,Libya,0.000265485
5684,5,1035.203633,0.062402446,0.244429157,LTU,Lithuanian Exclusive Economic Zone,Lithuania,0.000296397
5684,10,1486.325544,0.121297487,0.3466083,LTU,Lithuanian Exclusive Economic Zone,Lithuania,0.000314807
5684,15,1891.242726,0.2100708,0.428379231,LTU,Lithuanian Exclusive Economic Zone,Lithuania,0.000337582
5684,20,2284.974869,0.30494286,0.47923208,LTU,Lithuanian Exclusive Economic Zone,Lithuania,0.000343188
5684,25,2659.173702,0.432806484,0.54115318,LTU,Lithuanian Exclusive Economic Zone,Lithuania,0.000366264
8348,5,35967.00607,2.071302491,7.274681044,MDG,Madagascan Exclusive Economic Zone,Madagascar,0.000259849
8348,10,59540.61549,4.422283157,14.29617778,MDG,Madagascan Exclusive Economic Zone,Madagascar,0.000314381
8348,15,81434.13886,5.33230408,16.9295144,MDG,Madagascan Exclusive Economic Zone,Madagascar,0.000273372
8348,20,102169.2017,5.560407982,18.34754468,MDG,Madagascan Exclusive Economic Zone,Madagascar,0.000234004
8348,25,122391.3952,5.656427923,19.01312496,MDG,Madagascan Exclusive Economic Zone,Madagascar,0.000201563
8483,5,36797.22559,1.897875366,44.5125651,MYS,Malaysian Exclusive Economic Zone,Malaysia,0.001261248
8483,10,60752.80723,4.634288097,106.8604768,MYS,Malaysian Exclusive Economic Zone,Malaysia,0.00183522
8483,15,81333.76685,8.117853755,175.8996137,MYS,Malaysian Exclusive Economic Zone,Malaysia,0.002262498
8483,20,99215.27522,10.70170795,231.0881099,MYS,Malaysian Exclusive Economic Zone,Malaysia,0.002437022
8483,25,115467.1467,13.37092293,284.3591896,MYS,Malaysian Exclusive Economic Zone,Malaysia,0.002578483
5685,5,792.9815073,0.401724122,0.113952975,MLT,Maltese Exclusive Economic Zone,Malta,0.000650302
5685,10,1544.110673,0.985503168,0.256620887,MLT,Maltese Exclusive Economic Zone,Malta,0.000804427
5685,15,2455.797208,1.457124382,0.403842479,MLT,Maltese Exclusive Economic Zone,Malta,0.000757785
5685,20,3520.152747,1.775992534,0.612800744,MLT,Maltese Exclusive Economic Zone,Malta,0.000678605
5685,25,4730.05132,2.07287024,1.113074555,MLT,Maltese Exclusive Economic Zone,Malta,0.000673554
